Item,ItemDescription,MGBC,SSCC,LocalReferenceNumber,LocalPalletID,BBD,PalletizationDateAndTime,CoPackingConversionDateAndTime,Location,TransactionDateAndTime,TransactionType,TransactionQuantity,TransactionUOM,StockType,OnHandQuantitybyStockType,ShipTo,CNN,ParentSSCC,ConsumedQuantity,MachineLine
NR260,Bulk: BOUNTY miniatures bulk 10 kg,906G2NLD12,387199001527850852,59298,LE00498605,2020-02-23,,,NL08,05/04/2019 13:38,Used for production,-2,,Used for production,,,,,,2.01 TWRAP1
NR292,Bulk: MALTESERS Crunchy bulk 10kg,904A1VSN04,340111000024628879,59298,LE00497084,2020-01-19,,,NL08,05/04/2019 13:39,Used for production,-3,,Used for production,,,,,,2.01 TWRAP1
NR371,Bulk: MARS miniatures bulk 10 kg,906A1NLD06,387199001527776510,59298,LE00498844,2020-02-23,,,NL08,05/04/2019 13:39,Used for production,-4,,Used for production,,,,,,2.01 TWRAP1
NR816,Bulk: DOVE chunk bulk 10kg,903B1VSN04,340111000024607171,59298,LE00508832,2020-01-12,,,NL08,05/04/2019 13:39,Used for production,-43,,Used for production,,,,,,2.01 TWRAP1
NR278,Bulk: SNICKERS miniatures bulk 10kg,911D3NLD06,387199001528179990,59298,LE00498648,2020-03-08,,,NL08,05/04/2019 13:40,Used for production,-1,,Used for production,,,,,,2.01 TWRAP1
VK329,Bulk: Twix miniatures bulk 10 kg,911D1NLD07,387199001528172717,59298,LE00498140,2019-10-13,,,NL08,05/04/2019 13:41,Used for production,-22,,Used for production,,,,,,2.01 TWRAP1
BB47D,Bulk:MW CR miniatures wafer,907D3BBN03,390111002005761808,59298,LE00508912,2020-02-09,,,NL08,05/04/2019 13:41,Used for production,-27,,Used for production,,,,,,2.01 TWRAP1
NR278,Bulk: SNICKERS miniatures bulk 10kg,911E1NLD06,387199001528184895,59298,LE00498815,2020-03-08,,,NL08,05/04/2019 14:11,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
NR260,Bulk: BOUNTY miniatures bulk 10 kg,906G3NLD12,387199001527853624,59298,LE00498819,2020-02-23,,,NL08,05/04/2019 14:11,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
NR371,Bulk: MARS miniatures bulk 10 kg,905G3NLD06,387199001527773076,59298,LE00498593,2020-02-16,,,NL08,05/04/2019 14:11,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638765,59298,2272805,2020-03-29,,,NL08,05/04/2019 14:29,Goods Receipt Finished Goods,56,,Free,,,,,,2.01 TWRAP1
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638789,59298,2272807,2020-03-29,,,NL08,05/04/2019 15:46,Goods Receipt Finished Goods,56,,Free,,,,,,2.01 TWRAP1
NR292,Bulk: MALTESERS Crunchy bulk 10kg,904A2VSN04,340111000024629364,59298,LE00497088,2020-01-19,,,NL08,05/04/2019 16:04,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638796,59298,2272808,2020-03-29,,,NL08,05/04/2019 16:06,Goods Receipt Finished Goods,56,,Free,,,,,,2.01 TWRAP1
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638819,59298,2272810,2020-03-29,,,NL08,05/04/2019 17:24,Goods Receipt Finished Goods,56,,Free,,,,,,2.01 TWRAP1
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638802,59298,2272809,2020-03-29,,,NL08,05/04/2019 17:48,Goods Receipt Finished Goods,56,,Free,,,,,,2.01 TWRAP1
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638772,59298,2272806,2020-03-29,,,NL08,05/04/2019 19:21,Goods Receipt Finished Goods,56,,Free,,,,,,2.01 TWRAP1
VK329,Bulk: Twix miniatures bulk 10 kg,911D2NLD07,387199001528176999,59298,LE00498129,2019-10-13,,,NL08,08/04/2019 06:27,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
BV86B,Celebrations Sharing bag 196gr,915A91HC01,387199003513638826,59298,2272811,2020-04-05,,,NL08,08/04/2019 07:03,Goods Receipt Finished Goods,56,,Free,,,,,,2.01 TWRAP1
BV86B,Celebrations Sharing bag 196gr,915A91HC01,387199003513638833,59298,2272812,2020-04-05,,,NL08,08/04/2019 08:57,Goods Receipt Finished Goods,56,,Free,,,,,,2.01 TWRAP1
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633128,,2272241,2020-03-29,,,NL08,02/04/2019 13:32,Shipment,-63,,Free,,NL30,NL0834560105,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633135,,2272242,2020-03-29,,,NL08,02/04/2019 13:32,Shipment,-63,,Free,,NL30,NL0834560105,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633142,,2272243,2020-03-29,,,NL08,02/04/2019 13:32,Shipment,-63,,Free,,NL30,NL0834560105,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633159,,2272244,2020-03-29,,,NL08,02/04/2019 13:32,Shipment,-63,,Free,,NL30,NL0834560105,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633166,,2272245,2020-03-29,,,NL08,03/04/2019 06:06,Shipment,-63,,Free,,NL30,NL0834560106,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633173,,2272246,2020-03-29,,,NL08,03/04/2019 06:06,Shipment,-63,,Free,,NL30,NL0834560106,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633180,,2272247,2020-03-29,,,NL08,03/04/2019 06:06,Shipment,-63,,Free,,NL30,NL0834560106,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633197,,2272248,2020-03-29,,,NL08,03/04/2019 06:06,Shipment,-63,,Free,,NL30,NL0834560106,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633203,,2272249,2020-03-29,,,NL08,03/04/2019 06:10,Shipment,-63,,Free,,NL30,NL0834560107,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633210,,2272250,2020-03-29,,,NL08,03/04/2019 06:10,Shipment,-63,,Free,,NL30,NL0834560107,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633227,,2272251,2020-03-29,,,NL08,03/04/2019 06:10,Shipment,-63,,Free,,NL30,NL0834560107,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633234,,2272252,2020-03-29,,,NL08,03/04/2019 06:10,Shipment,-63,,Free,,NL30,NL0834560107,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633241,,2272253,2020-03-29,,,NL08,03/04/2019 06:10,Shipment,-63,,Free,,NL30,NL0834560107,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633258,,2272254,2020-03-29,,,NL08,03/04/2019 06:10,Shipment,-63,,Free,,NL30,NL0834560107,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633265,,2272255,2020-03-29,,,NL08,03/04/2019 06:10,Shipment,-63,,Free,,NL30,NL0834560107,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633272,,2272256,2020-03-29,,,NL08,03/04/2019 06:10,Shipment,-63,,Free,,NL30,NL0834560107,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633289,,2272257,2020-03-29,,,NL08,03/04/2019 12:45,Shipment,-63,,Free,,NL30,NL0834560110,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633296,,2272258,2020-03-29,,,NL08,03/04/2019 12:45,Shipment,-63,,Free,,NL30,NL0834560110,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633302,,2272259,2020-03-29,,,NL08,03/04/2019 12:45,Shipment,-63,,Free,,NL30,NL0834560110,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633319,,2272260,2020-03-29,,,NL08,03/04/2019 12:45,Shipment,-63,,Free,,NL30,NL0834560110,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633326,,2272261,2020-03-29,,,NL08,03/04/2019 12:52,Shipment,-63,,Free,,NL30,NL0834560111,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633333,,2272262,2020-03-29,,,NL08,03/04/2019 12:52,Shipment,-63,,Free,,NL30,NL0834560111,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633340,,2272263,2020-03-29,,,NL08,03/04/2019 12:52,Shipment,-63,,Free,,NL30,NL0834560111,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633357,,2272264,2020-03-29,,,NL08,03/04/2019 12:52,Shipment,-63,,Free,,NL30,NL0834560111,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633364,,2272265,2020-03-29,,,NL08,03/04/2019 12:52,Shipment,-63,,Free,,NL30,NL0834560111,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633371,,2272266,2020-03-29,,,NL08,04/04/2019 06:14,Shipment,-63,,Free,,NL30,NL0834560113,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633388,,2272267,2020-03-29,,,NL08,04/04/2019 06:14,Shipment,-63,,Free,,NL30,NL0834560113,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633395,,2272268,2020-03-29,,,NL08,04/04/2019 06:14,Shipment,-63,,Free,,NL30,NL0834560113,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633401,,2272269,2020-03-29,,,NL08,04/04/2019 06:14,Shipment,-63,,Free,,NL30,NL0834560113,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633418,,2272270,2020-03-29,,,NL08,04/04/2019 06:09,Shipment,-63,,Free,,NL30,NL0834560112,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633425,,2272271,2020-03-29,,,NL08,04/04/2019 06:09,Shipment,-63,,Free,,NL30,NL0834560112,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633432,,2272272,2020-03-29,,,NL08,04/04/2019 06:09,Shipment,-63,,Free,,NL30,NL0834560112,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633449,,2272273,2020-03-29,,,NL08,04/04/2019 06:09,Shipment,-63,,Free,,NL30,NL0834560112,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633456,,2272274,2020-03-29,,,NL08,04/04/2019 06:09,Shipment,-63,,Free,,NL30,NL0834560112,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633463,,2272275,2020-03-29,,,NL08,04/04/2019 06:09,Shipment,-63,,Free,,NL30,NL0834560112,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633470,,2272276,2020-03-29,,,NL08,04/04/2019 07:40,Shipment,-63,,Free,,NL30,NL0834560115,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633487,,2272277,2020-03-29,,,NL08,04/04/2019 07:40,Shipment,-63,,Free,,NL30,NL0834560115,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633494,,2272278,2020-03-29,,,NL08,04/04/2019 07:40,Shipment,-63,,Free,,NL30,NL0834560115,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633500,,2272279,2020-03-29,,,NL08,04/04/2019 10:49,Shipment,-63,,Free,,NL30,NL0834560116,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633517,,2272280,2020-03-29,,,NL08,04/04/2019 10:49,Shipment,-63,,Free,,NL30,NL0834560116,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633524,,2272281,2020-03-29,,,NL08,04/04/2019 10:49,Shipment,-63,,Free,,NL30,NL0834560116,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633531,,2272282,2020-03-29,,,NL08,04/04/2019 10:49,Shipment,-63,,Free,,NL30,NL0834560116,,,
AKA49,Mixed miniatures bag 3kg,914B91HC01,387199003513633548,,2272283,2020-03-29,,,NL08,04/04/2019 15:19,Shipment,-63,,Free,,NL30,NL0834560118,,,
BF56S,Celebrations Tin,914C91HC04,387199003513636396,,2272568,2020-03-29,,,NL08,03/04/2019 12:45,Shipment,-54,,Free,,NL30,NL0834560110,,,
BF56S,Celebrations Tin,914C91HC04,387199003513636402,,2272569,2020-03-29,,,NL08,03/04/2019 12:45,Shipment,-54,,Free,,NL30,NL0834560110,,,
BF56S,Celebrations Tin,914C91HC04,387199003513636419,,2272570,2020-03-29,,,NL08,03/04/2019 12:45,Shipment,-54,,Free,,NL30,NL0834560110,,,
BF56S,Celebrations Tin,914C91HC04,387199003513636426,,2272571,2020-03-29,,,NL08,03/04/2019 12:52,Shipment,-54,,Free,,NL30,NL0834560111,,,
BF56S,Celebrations Tin,914C91HC04,387199003513636433,,2272572,2020-03-29,,,NL08,03/04/2019 12:52,Shipment,-54,,Free,,NL30,NL0834560111,,,
BF56S,Celebrations Tin,914C91HC04,387199003513636440,,2272573,2020-03-29,,,NL08,03/04/2019 12:52,Shipment,-54,,Free,,NL30,NL0834560111,,,
BF56S,Celebrations Tin,914C91HC04,387199003513636457,,2272574,2020-03-29,,,NL08,03/04/2019 12:52,Shipment,-54,,Free,,NL30,NL0834560111,,,
BF56S,Celebrations Tin,914C91HC04,387199003513636464,,2272575,2020-03-29,,,NL08,04/04/2019 06:14,Shipment,-54,,Free,,NL30,NL0834560113,,,
BF56S,Celebrations Tin,914C91HC04,387199003513636471,,2272576,2020-03-29,,,NL08,04/04/2019 06:14,Shipment,-54,,Free,,NL30,NL0834560113,,,
BF56S,Celebrations Tin,914C91HC04,387199003513636488,,2272577,2020-03-29,,,NL08,04/04/2019 06:14,Shipment,-54,,Free,,NL30,NL0834560113,,,
BF56S,Celebrations Tin,914C91HC04,387199003513636495,,2272578,2020-03-29,,,NL08,04/04/2019 10:49,Shipment,-54,,Free,,NL30,NL0834560116,,,
BF56S,Celebrations Tin,914D91HC04,387199003513636501,,2272579,2020-03-29,,,NL08,04/04/2019 10:49,Shipment,-54,,Free,,NL30,NL0834560116,,,
BF56S,Celebrations Tin,914D91HC04,387199003513636518,,2272580,2020-03-29,,,NL08,04/04/2019 10:49,Shipment,-54,,Free,,NL30,NL0834560116,,,
BF56S,Celebrations Tin,914D91HC04,387199003513636525,,2272581,2020-03-29,,,NL08,04/04/2019 10:49,Shipment,-54,,Free,,NL30,NL0834560116,,,
BF56S,Celebrations Tin,914D91HC04,387199003513636532,,2272582,2020-03-29,,,NL08,04/04/2019 10:49,Shipment,-54,,Free,,NL30,NL0834560116,,,
BF56S,Celebrations Tin,914D91HC04,387199003513636549,,2272583,2020-03-29,,,NL08,04/04/2019 15:19,Shipment,-54,,Free,,NL30,NL0834560118,,,
BF56S,Celebrations Tin,914D91HC04,387199003513636556,,2272584,2020-03-29,,,NL08,04/04/2019 15:19,Shipment,-54,,Free,,NL30,NL0834560118,,,
BF56S,Celebrations Tin,914D91HC04,387199003513636563,,2272585,2020-03-29,,,NL08,04/04/2019 15:19,Shipment,-54,,Free,,NL30,NL0834560118,,,
BF56S,Celebrations Tin,914D91HC04,387199003513636570,,2272586,2020-03-29,,,NL08,04/04/2019 15:19,Shipment,-54,,Free,,NL30,NL0834560118,,,
BF56S,Celebrations Tin,914D91HC04,387199003513636587,,2272587,2020-03-29,,,NL08,04/04/2019 15:19,Shipment,-54,,Free,,NL30,NL0834560118,,,
BF56S,Celebrations Tin,914D91HC04,387199003513636594,,2272588,2020-03-29,,,NL08,05/04/2019 06:06,Shipment,-54,,Free,,NL30,NL0834560119,,,
BF56S,Celebrations Tin,914D91HC04,387199003513636600,,2272589,2020-03-29,,,NL08,05/04/2019 10:16,Shipment,-54,,Free,,NL30,NL0834560122,,,
BF56S,Celebrations Tin,914E91HC04,387199003513636617,,2272590,2020-03-29,,,NL08,05/04/2019 10:16,Shipment,-54,,Free,,NL30,NL0834560122,,,
BF56S,Celebrations Tin,914E91HC04,387199003513636624,,2272591,2020-03-29,,,NL08,05/04/2019 10:16,Shipment,-54,,Free,,NL30,NL0834560122,,,
BF56S,Celebrations Tin,914E91HC04,387199003513636631,,2272592,2020-03-29,,,NL08,05/04/2019 10:16,Shipment,-54,,Free,,NL30,NL0834560122,,,
BF56S,Celebrations Tin,914E91HC04,387199003513636648,,2272593,2020-03-29,,,NL08,05/04/2019 14:51,Shipment,-54,,Free,,NL30,NL0834560124,,,
BF56S,Celebrations Tin,914E91HC04,387199003513636655,,2272594,2020-03-29,,,NL08,05/04/2019 14:51,Shipment,-54,,Free,,NL30,NL0834560124,,,
BF56S,Celebrations Tin,914E91HC04,387199003513636662,,2272595,2020-03-29,,,NL08,08/04/2019 06:17,Shipment,-54,,Free,,NL30,NL0834560125,,,
BF56S,Celebrations Tin,914E91HC04,387199003513636747,,2272603,2020-03-29,,,NL08,05/04/2019 10:16,Shipment,-54,,Free,,NL30,NL0834560122,,,
BF56S,Celebrations Tin,914E91HC04,387199003513636754,,2272604,2020-03-29,,,NL08,05/04/2019 14:51,Shipment,-54,,Free,,NL30,NL0834560124,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638406,,2272769,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638413,,2272770,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638420,,2272771,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638437,,2272772,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638444,,2272773,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638451,,2272774,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638468,,2272775,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513661862,,2281707,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513661879,,2281708,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513661886,,2281709,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513661893,,2281710,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513661909,,2281711,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513661916,,2281712,2020-03-29,,,NL08,05/04/2019 06:13,Shipment,-96,,Free,,NL42,NL0834560120,,,
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638765,,2272805,2020-03-29,,,NL08,05/04/2019 14:51,Shipment,-56,,Free,,NL30,NL0834560124,,,
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638772,,2272806,2020-03-29,,,NL08,08/04/2019 06:17,Shipment,-56,,Free,,NL30,NL0834560125,,,
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638789,,2272807,2020-03-29,,,NL08,08/04/2019 06:17,Shipment,-56,,Free,,NL30,NL0834560125,,,
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638796,,2272808,2020-03-29,,,NL08,08/04/2019 06:17,Shipment,-56,,Free,,NL30,NL0834560125,,,
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638802,,2272809,2020-03-29,,,NL08,08/04/2019 06:17,Shipment,-56,,Free,,NL30,NL0834560125,,,
BV86B,Celebrations Sharing bag 196gr,914E91HC01,387199003513638819,,2272810,2020-03-29,,,NL08,08/04/2019 06:17,Shipment,-56,,Free,,NL30,NL0834560125,,,
BV86B,Celebrations Sharing bag 196gr,915A91HC01,387199003513638826,,2272811,2020-04-05,,,NL08,08/04/2019 11:40,Shipment,-56,,Free,,NL30,NL0834560126,,,
BV86B,Celebrations Sharing bag 196gr,915A91HC01,387199003513638833,,2272812,2020-04-05,,,NL08,08/04/2019 11:40,Shipment,-56,,Free,,NL30,NL0834560126,,,
